"","eventID","occurrenceID","basisOfRecord","scientificNameID","scientificNameAccepted","taxonRank","kingdom","phylum","class","order","family","genus","recordedBy","organismQuantityType","occurrenceStatus","licence","language"
"311","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ56","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"321","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ57","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"331","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ58","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"341","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011_occ59","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"391","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010_occ60","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"401","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010_occ61","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"411","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018_occ62","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"421","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010_occ63","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"431","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010_occ64","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"981","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ65","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"991","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ66","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1001","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ67","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ68","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1021","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ69","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1031","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ70","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1061","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ71","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1071","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ72","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1121","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ73","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1131","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ74","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1261","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009_occ75","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1331","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008_occ76","HumanObservation","urn:lsid:marinespecies.org:taxname:290422","Mussismilia harttii","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"13","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ77","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"23","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ78","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"36","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ79","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"62","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011_occ80","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"72","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011_occ81","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"105","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ82","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"114","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ83","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"142","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ84","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"152","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ85","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"162","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011_occ86","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"172","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ87","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"182","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ88","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"202","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ89","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"212","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ90","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"262","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ91","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"272","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ92","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"302","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ93","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"312","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ94","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"322","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ95","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"332","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ96","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"342","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011_occ97","HumanObservation","urn:lsid:marinespecies.org:taxname:290421","Mussismilia braziliensis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
