id	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	year	eventRemarks	higherGeography	country	countryCode	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_52_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_52_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_53_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_53_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_54_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_54_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_55_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_55_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_56_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_56_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_57_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_57_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_58_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_58_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_59_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_59_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_60_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2006_60_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2006	2006	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_61_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_61_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_62_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_62_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_63_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_63_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_64_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_64_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_65_Q5	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_65_Q5	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_66_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_66_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_67_Q7	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_67_Q7	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_68_Q8	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_68_Q8	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_69_Q9	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_69_Q9	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_70_Q10	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2007_70_Q10	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2007	2007	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_71_Q1	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_71_Q1	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_72_Q2	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_72_Q2	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_73_Q3	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_73_Q3	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_74_Q4	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_74_Q4	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_75_Q6	BR:ReefSYN:RonaldoFranciniFilho-AbrolhosBank:BrazilianCoast:ARQUIPEL_MVERDE_2008_75_Q6	Photoquadrats - 0.66 X 0.75 m	0.495	squared meters	10	2008	2008	Bare substrate, sediment, lost information (shade, quadrat, tape), morpho-anatomical benthic groups and turf were not included in the data because they do not represent taxonomical entities in which DwC standards are based. This implies in a measurementValue which does not add up to 1. Please contact the data curators Andre Luza and Cesar Cordeiro to have the complete dataset with verbatimIdentification	BrazilianCoast	Brazil	BR	mverde	3	8	-17.96	-38.7	decimal degrees
